sample_id,state,district,location_name,elevation_m,slope_deg,aspect_deg,profile_curvature,plan_curvature,topographic_wetness_index,dist_to_fault_m,dist_to_drainage_m,lithology_code,lulc_code,rainfall_24h_mm,rainfall_72h_antecedent_mm,rainfall_intensity_mm_h,soil_moisture_pct,pore_water_pressure_kpa,tilt_rate_mm_h,failure_probability,landslide_occurred
NER-SIM-00124,Assam,Karbi Anglong,Diphu-Bokajan Escarpment,157.1,21.2,52.3,0.0126,-0.0239,4.9,3090.0,308.6,1,3,72.6,204.6,11.21,76.7,12.96,0.021,0.3531,0
NER-SIM-00125,Mizoram,Aizawl,Aizawl-Lunglei Road Slopes,1449.1,44.07,107.3,0.0463,-0.0989,6.5,2314.9,28.6,2,3,9.1,15.2,0.63,29.3,1.19,0.132,0.1469,0
NER-SIM-00126,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,2140.3,34.94,51.2,-0.0368,-0.0093,6.48,2384.6,571.1,5,1,428.2,1115.6,66.81,79.4,20.86,0.109,0.9999,1
NER-SIM-00127,Sikkim,Mangan,North Sikkim Highway (Chungthang),1486.1,47.9,68.0,-0.0744,0.012,4.95,264.0,439.2,5,2,31.0,69.3,6.12,57.6,3.66,0.025,0.4172,0
NER-SIM-00128,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,784.7,15.23,138.3,-0.0235,-0.022,9.74,1050.3,102.9,2,3,116.7,212.6,17.59,90.6,25.59,0.064,0.861,1
NER-SIM-00129,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,2225.6,53.69,282.8,-0.0021,0.031,4.3,823.4,1260.3,5,3,239.1,532.1,35.9,84.3,27.08,0.39,0.9946,1
NER-SIM-00130,Arunachal Pradesh,Lower Subansiri,Ziro Foothill Section,1818.1,37.07,266.0,-0.0966,0.0127,6.08,649.0,1065.8,3,1,10.8,7.9,0.75,40.3,2.58,0.066,0.0847,0
NER-SIM-00131,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,2621.9,50.82,39.9,0.0398,0.0446,4.41,3324.0,17.8,5,1,1.1,1.9,0.14,38.5,1.96,0.027,0.169,0
NER-SIM-00132,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,2447.9,35.38,0.1,0.0434,-0.0968,5.08,2563.7,822.1,4,2,2.3,3.2,0.29,32.5,4.72,0.05,0.1361,0
NER-SIM-00133,Sikkim,Mangan,North Sikkim Highway (Chungthang),1987.6,46.46,91.8,-0.0312,0.0038,5.63,583.9,1117.4,5,1,12.1,15.4,1.75,34.8,2.57,0.111,0.1887,0
NER-SIM-00134,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,1887.0,39.89,69.4,-0.0134,0.0802,2.68,717.0,113.5,4,1,3.7,2.8,0.26,42.8,0.0,0.098,0.0992,0
NER-SIM-00135,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,1132.9,19.41,270.8,0.0118,0.0578,4.07,1.6,800.0,3,2,4.8,4.2,0.33,26.2,2.92,0.088,0.0749,0
NER-SIM-00136,Meghalaya,East Khasi Hills,NH-6 Shillong-Tamabil Highway,1197.3,39.54,63.4,-0.0089,-0.002,5.91,539.8,363.2,2,4,31.0,95.6,7.31,53.3,0.99,0.026,0.1647,0
NER-SIM-00137,Arunachal Pradesh,Lower Subansiri,Ziro Foothill Section,1630.8,34.87,180.4,-0.0665,0.0364,5.13,3502.2,191.8,3,3,9.3,8.5,0.74,47.7,0.46,0.021,0.1516,0
NER-SIM-00138,Sikkim,Pakyong,NH-10 Sevoke-Gangtok Corridor,636.0,48.2,153.6,0.045,0.0279,3.9,576.1,191.6,3,2,2.6,3.1,0.39,34.0,1.28,0.069,0.1431,0
NER-SIM-00139,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1367.3,26.51,154.5,0.0318,0.0443,4.4,696.0,369.7,2,1,2.7,3.5,0.41,30.0,0.92,0.04,0.0207,0
NER-SIM-00140,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,698.1,28.64,264.5,0.0176,-0.03,6.59,605.0,51.0,1,1,57.0,154.4,17.59,66.3,2.26,0.067,0.2949,0
NER-SIM-00141,Tripura,North Tripura,Jampui Hills Ridge Corridor,653.1,15.67,29.3,-0.0204,-0.0202,6.86,298.5,366.5,1,1,54.4,94.0,8.08,61.2,2.33,0.041,0.1312,0
NER-SIM-00142,Nagaland,Phek,Phek-Meluri Road Corridor,1470.2,40.88,92.6,0.0083,0.0179,3.0,491.1,786.0,3,2,33.7,24.1,3.01,40.6,4.51,0.119,0.2268,0
NER-SIM-00143,Meghalaya,East Khasi Hills,NH-6 Shillong-Tamabil Highway,1584.4,23.96,151.4,-0.0079,0.028,5.13,2067.3,326.6,2,1,8.1,11.9,0.94,52.9,2.67,0.0,0.037,0
NER-SIM-00144,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,877.3,43.73,22.8,-0.0062,0.0098,5.8,831.0,260.2,1,3,18.7,33.2,1.53,49.4,2.58,0.07,0.2947,0
NER-SIM-00145,Tripura,North Tripura,Jampui Hills Ridge Corridor,386.3,23.58,274.8,-0.0282,0.0392,5.83,1556.8,555.1,1,1,1.0,0.8,0.07,30.9,2.43,0.037,0.0537,0
NER-SIM-00146,Mizoram,Aizawl,Aizawl-Lunglei Road Slopes,1485.5,42.06,329.1,-0.0044,-0.0631,4.31,898.0,568.9,2,1,59.5,187.1,18.68,79.4,17.59,0.069,0.6457,1
NER-SIM-00147,Sikkim,Pakyong,NH-10 Sevoke-Gangtok Corridor,1147.4,43.3,86.3,-0.0242,0.0614,5.14,2402.8,654.5,2,2,19.4,53.8,2.77,48.4,0.0,0.068,0.1835,0
NER-SIM-00148,Nagaland,Phek,Phek-Meluri Road Corridor,1741.0,40.68,197.6,-0.0931,0.0346,7.37,1248.2,451.3,2,3,5.8,9.0,0.47,36.2,0.0,0.037,0.1197,0
NER-SIM-00149,Mizoram,Aizawl,Aizawl-Lunglei Road Slopes,1192.2,40.03,237.5,-0.0132,0.0143,6.3,2058.1,535.4,1,3,13.4,7.8,1.04,35.1,1.51,0.03,0.0609,0
NER-SIM-00150,Sikkim,Pakyong,NH-10 Sevoke-Gangtok Corridor,1195.7,39.85,108.1,-0.0266,0.0948,4.24,1984.6,1225.9,2,1,132.1,253.8,23.47,78.4,16.33,0.138,0.6518,1
NER-SIM-00151,Mizoram,Aizawl,Aizawl-Lunglei Road Slopes,1050.7,32.11,314.6,-0.0139,0.0572,6.33,819.8,170.7,2,2,32.3,55.6,4.05,30.1,2.57,0.153,0.0889,0
NER-SIM-00152,Meghalaya,East Khasi Hills,NH-6 Shillong-Tamabil Highway,1439.7,31.94,15.6,0.0518,0.0236,5.67,304.0,152.1,3,1,7.5,10.3,0.84,29.6,0.0,0.051,0.1321,0
NER-SIM-00153,Mizoram,Champhai,Champhai-Zokhawthar Border Cut,1360.6,30.31,43.0,0.0226,0.0331,2.9,236.5,28.2,2,1,126.4,395.8,23.13,75.6,9.67,0.063,0.8837,1
NER-SIM-00154,Meghalaya,East Khasi Hills,NH-6 Shillong-Tamabil Highway,1787.1,25.02,186.4,-0.0424,-0.0094,6.48,131.4,616.9,2,1,0.8,0.5,0.06,45.0,1.84,0.056,0.086,0
NER-SIM-00155,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,896.3,32.57,346.0,0.1269,0.0159,5.57,351.9,89.4,1,3,5.8,6.4,0.96,47.2,2.8,0.014,0.1206,0
NER-SIM-00156,Arunachal Pradesh,Lower Subansiri,Ziro Foothill Section,1893.7,40.01,315.9,-0.0221,0.0562,3.31,639.0,108.3,3,2,118.8,347.1,18.38,86.7,23.54,0.088,0.891,1
NER-SIM-00157,Sikkim,Mangan,North Sikkim Highway (Chungthang),1659.4,35.91,132.6,0.0233,0.0286,6.45,149.8,35.7,5,3,0.9,1.2,0.1,36.2,1.69,0.0,0.276,0
NER-SIM-00158,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,2441.3,62.23,278.2,-0.0269,-0.0555,3.33,579.0,14.3,4,4,10.3,15.2,1.13,35.3,1.58,0.05,0.3405,0
NER-SIM-00159,Assam,Karbi Anglong,Diphu-Bokajan Escarpment,809.8,31.86,240.2,0.0723,0.0285,5.4,3574.0,178.7,1,3,24.2,30.1,2.58,49.4,3.97,0.098,0.1884,0
NER-SIM-00160,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,690.8,33.86,21.9,-0.0825,-0.0144,7.28,1804.8,160.3,3,3,94.6,151.4,25.02,69.0,3.92,0.096,0.6273,1
NER-SIM-00161,Tripura,North Tripura,Jampui Hills Ridge Corridor,559.5,27.59,316.2,0.0391,0.0777,6.34,71.4,172.8,1,2,4.9,2.6,0.33,35.8,1.67,0.073,0.1573,0
NER-SIM-00162,Arunachal Pradesh,Lower Subansiri,Ziro Foothill Section,1658.4,34.64,2.0,-0.0164,-0.0081,5.43,60.2,460.1,4,2,32.2,25.6,5.16,44.8,1.77,0.071,0.2181,0
NER-SIM-00163,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,764.6,34.1,145.1,-0.0147,-0.0121,7.83,1329.5,392.9,1,1,154.5,235.1,39.45,75.8,9.55,0.0,0.4914,0
NER-SIM-00164,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,469.6,39.11,11.9,0.0306,-0.092,2.65,1097.5,1324.4,1,1,0.6,0.4,0.06,21.5,3.04,0.0,0.0529,0
NER-SIM-00165,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,698.3,34.04,199.0,0.039,-0.0724,7.14,696.7,1710.2,1,1,182.0,391.4,42.27,89.2,32.92,2.46,0.9268,1
NER-SIM-00166,Mizoram,Aizawl,Aizawl-Lunglei Road Slopes,1476.1,37.03,20.1,-0.0282,-0.0277,2.93,184.9,231.5,1,2,129.7,354.5,30.05,77.0,12.92,0.06,0.8348,1
NER-SIM-00167,Meghalaya,East Khasi Hills,NH-6 Shillong-Tamabil Highway,1258.5,20.24,56.4,0.0807,0.0102,4.31,807.8,976.6,2,4,28.2,40.5,3.06,44.0,2.62,0.0,0.0768,0
NER-SIM-00168,Nagaland,Kohima,NH-29 Dimapur-Kohima By-pass,1590.8,34.38,335.3,-0.049,0.0513,2.98,811.9,1274.4,2,3,3.4,4.7,0.23,39.2,2.13,0.024,0.1306,0
NER-SIM-00169,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,749.4,37.77,129.3,0.072,0.0195,4.53,1676.2,1036.3,2,1,4.9,4.1,0.42,28.0,3.16,0.048,0.0672,0
NER-SIM-00170,Sikkim,Pakyong,NH-10 Sevoke-Gangtok Corridor,966.6,44.64,149.6,-0.0366,-0.02,2.63,356.0,357.0,4,1,6.9,6.0,1.09,31.3,2.23,0.07,0.1981,0
NER-SIM-00171,Sikkim,Mangan,North Sikkim Highway (Chungthang),1888.4,49.15,250.4,-0.0577,-0.0482,2.44,1280.0,73.5,5,2,267.0,605.8,51.66,75.1,8.95,0.006,0.9918,1
NER-SIM-00172,Sikkim,Mangan,North Sikkim Highway (Chungthang),1456.9,50.22,240.7,0.0906,-0.0343,4.31,199.8,29.2,4,1,162.2,413.3,33.15,78.1,11.36,0.12,0.9632,1
NER-SIM-00173,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,993.7,27.9,39.9,0.0653,-0.0361,5.36,416.2,18.1,2,2,2.3,3.5,0.36,33.3,5.0,0.09,0.1441,0
NER-SIM-00174,Manipur,Noney,Tupul Railway Corridor Section,753.9,36.71,261.8,0.0391,0.0246,6.99,1321.8,359.4,3,1,20.5,23.7,1.39,28.4,1.8,0.108,0.1359,0
NER-SIM-00175,Manipur,Noney,Tupul Railway Corridor Section,908.8,54.7,47.4,0.0477,-0.0226,2.85,885.6,894.0,3,2,10.6,15.3,1.57,37.6,4.65,0.134,0.1155,0
NER-SIM-00176,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,661.4,24.73,342.7,0.0143,-0.0318,6.13,537.4,309.4,1,3,89.6,151.1,14.96,70.9,0.2,0.118,0.4454,0
NER-SIM-00177,Manipur,Noney,Tupul Railway Corridor Section,628.1,39.27,169.0,-0.0542,0.0018,6.13,665.3,81.1,3,4,3.6,3.9,0.42,34.9,3.28,0.0,0.0933,0
NER-SIM-00178,Nagaland,Kohima,NH-29 Dimapur-Kohima By-pass,1286.1,32.89,155.9,0.0277,-0.0374,5.57,671.8,167.4,3,2,27.7,62.0,6.88,46.8,1.06,0.099,0.2337,0
NER-SIM-00179,Mizoram,Champhai,Champhai-Zokhawthar Border Cut,1402.2,39.09,106.6,-0.0004,-0.0331,6.23,1882.5,931.1,1,3,94.7,162.7,12.02,71.7,1.81,0.05,0.5422,1
NER-SIM-00180,Assam,Karbi Anglong,Diphu-Bokajan Escarpment,425.0,40.47,273.2,-0.0119,-0.0086,2.79,5197.5,139.1,1,1,1.2,1.8,0.08,30.3,1.26,0.123,0.0615,0
NER-SIM-00181,Tripura,North Tripura,Jampui Hills Ridge Corridor,583.1,33.75,340.8,-0.0286,0.011,6.69,202.5,517.2,1,1,14.7,22.3,2.18,40.9,0.28,0.067,0.1112,0
NER-SIM-00182,Nagaland,Kohima,NH-29 Dimapur-Kohima By-pass,1380.2,32.38,159.0,-0.1014,0.0268,10.06,645.9,972.8,3,4,5.3,8.9,0.39,50.9,0.27,0.061,0.0442,0
NER-SIM-00183,Assam,Karbi Anglong,Diphu-Bokajan Escarpment,758.2,18.35,273.8,-0.0429,-0.0273,8.76,315.3,350.5,1,2,18.2,26.0,2.27,50.9,0.92,0.04,0.0596,0
NER-SIM-00184,Manipur,Noney,Tupul Railway Corridor Section,1067.7,55.78,311.8,-0.0173,0.0632,2.0,1942.3,119.6,3,2,254.9,583.9,34.71,85.9,34.28,2.247,0.9964,1
NER-SIM-00185,Assam,Karbi Anglong,Diphu-Bokajan Escarpment,520.0,46.52,94.0,-0.0218,0.0508,4.64,3280.4,8.2,1,2,22.8,46.9,3.87,46.9,1.63,0.016,0.2245,0
NER-SIM-00186,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,548.9,25.12,207.1,0.0177,-0.0117,6.95,1518.9,172.0,1,3,3.1,2.8,0.21,40.1,3.72,0.016,0.1126,0
NER-SIM-00187,Nagaland,Kohima,NH-29 Dimapur-Kohima By-pass,1861.6,31.93,184.7,-0.0262,-0.0173,8.01,2009.4,15.9,3,1,69.9,193.1,9.37,69.4,3.03,0.063,0.3803,0
NER-SIM-00188,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1202.4,27.84,201.4,-0.0586,0.0256,8.88,326.4,742.3,1,1,34.0,101.7,8.2,58.9,3.75,0.0,0.0938,0
NER-SIM-00189,Nagaland,Phek,Phek-Meluri Road Corridor,1830.4,44.67,207.1,0.0012,-0.0691,4.15,913.8,279.7,2,3,23.9,25.8,1.87,35.4,1.53,0.0,0.1469,0
NER-SIM-00190,Meghalaya,East Khasi Hills,NH-6 Shillong-Tamabil Highway,1840.1,30.86,172.4,-0.0048,-0.0018,6.49,2743.4,82.1,1,3,15.7,28.3,1.72,49.5,1.61,0.014,0.1346,0
NER-SIM-00191,Manipur,Noney,Tupul Railway Corridor Section,769.3,51.31,97.8,0.0103,0.045,5.53,2886.4,90.9,3,1,7.5,8.7,1.07,46.9,1.99,0.032,0.2083,0
NER-SIM-00192,Arunachal Pradesh,Lower Subansiri,Ziro Foothill Section,1750.1,33.52,291.1,0.0166,-0.0011,4.32,4.6,60.5,4,1,17.4,10.1,1.25,30.1,3.01,0.056,0.3056,0
NER-SIM-00193,Arunachal Pradesh,Lower Subansiri,Ziro Foothill Section,1914.3,36.69,139.0,0.0082,-0.0502,2.46,924.6,182.9,2,1,81.6,213.9,10.26,84.0,24.76,1.448,0.5624,1
NER-SIM-00194,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1107.7,43.08,152.7,-0.0547,-0.0022,4.73,1652.4,59.4,2,3,7.9,12.6,0.85,42.7,2.24,0.089,0.153,0
NER-SIM-00195,Tripura,North Tripura,Jampui Hills Ridge Corridor,676.9,22.82,321.0,-0.0326,-0.0343,6.79,2457.0,545.7,1,1,119.1,291.6,22.14,86.4,23.01,0.094,0.6389,1
NER-SIM-00196,Sikkim,Mangan,North Sikkim Highway (Chungthang),1894.0,54.17,44.3,-0.0145,-0.0153,5.4,2322.4,277.6,5,2,1.2,1.5,0.11,39.3,3.02,0.092,0.1666,0
NER-SIM-00197,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1290.1,34.76,302.1,-0.1417,-0.0478,5.23,828.5,652.3,1,2,134.0,208.9,30.63,80.0,18.59,0.032,0.7416,1
NER-SIM-00198,Sikkim,Mangan,North Sikkim Highway (Chungthang),1947.8,53.36,351.7,-0.0186,-0.0621,2.67,472.3,411.4,4,1,131.0,332.5,23.26,68.3,1.33,0.056,0.867,1
NER-SIM-00199,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1264.6,32.07,157.8,0.0143,-0.0324,5.49,893.0,272.0,2,2,33.2,30.3,2.82,36.5,3.9,0.085,0.11,0
NER-SIM-00200,Tripura,North Tripura,Jampui Hills Ridge Corridor,810.4,29.78,167.3,-0.0672,-0.0073,5.53,791.6,459.2,1,3,97.0,155.6,15.46,73.7,3.66,0.026,0.4515,0
NER-SIM-00201,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1027.7,46.35,257.2,-0.0354,-0.0057,5.06,689.9,146.8,1,1,34.5,39.4,3.67,43.8,1.52,0.058,0.1936,0
NER-SIM-00202,Mizoram,Champhai,Champhai-Zokhawthar Border Cut,1525.4,37.42,60.5,-0.0283,-0.0522,4.12,649.2,157.5,2,1,148.4,459.0,27.24,82.5,21.87,0.092,0.9391,1
NER-SIM-00203,Assam,Karbi Anglong,Diphu-Bokajan Escarpment,50.0,41.73,177.8,-0.1353,-0.0049,3.58,1991.9,242.4,1,3,42.2,59.6,2.83,40.0,4.99,0.024,0.2071,0
NER-SIM-00204,Manipur,Noney,Tupul Railway Corridor Section,720.6,43.38,343.3,0.029,-0.0759,2.45,717.2,78.5,1,1,207.3,387.7,27.54,72.6,2.94,0.03,0.8756,1
NER-SIM-00205,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,677.7,29.27,233.5,0.0475,-0.0393,8.26,482.3,402.8,1,2,75.0,126.4,22.64,64.2,2.28,0.019,0.2207,0
NER-SIM-00206,Nagaland,Phek,Phek-Meluri Road Corridor,1363.4,32.5,95.2,-0.0956,-0.0023,7.67,763.8,30.9,2,1,172.2,434.6,22.26,85.5,27.15,2.082,0.9594,1
NER-SIM-00207,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,1119.0,44.28,291.0,-0.0297,-0.0502,2.4,2310.2,1372.4,3,3,4.1,5.5,0.48,40.3,1.98,0.035,0.1599,0
NER-SIM-00208,Tripura,North Tripura,Jampui Hills Ridge Corridor,614.0,21.61,60.9,-0.0032,0.0244,5.59,2758.9,164.8,1,2,6.6,9.4,0.47,33.5,4.81,0.048,0.0947,0
NER-SIM-00209,Nagaland,Phek,Phek-Meluri Road Corridor,1300.4,40.15,214.8,0.0015,-0.0132,3.04,1599.5,556.5,2,2,4.2,5.5,0.34,45.6,1.45,0.006,0.0477,0
NER-SIM-00210,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,788.5,18.36,63.3,0.0372,-0.0188,7.06,2892.4,314.4,2,2,18.5,17.9,2.25,36.6,3.58,0.045,0.0719,0
NER-SIM-00211,Nagaland,Phek,Phek-Meluri Road Corridor,1817.8,32.38,253.9,-0.0379,0.0389,4.82,3212.5,71.2,3,2,95.9,164.7,22.36,72.5,1.81,0.01,0.6713,1
NER-SIM-00212,Manipur,Noney,Tupul Railway Corridor Section,1084.8,41.18,311.0,-0.099,-0.1279,4.11,581.9,254.2,3,2,1.1,0.6,0.1,32.0,4.07,0.046,0.2033,0
NER-SIM-00213,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,752.4,35.94,137.4,-0.0164,0.0316,4.68,475.6,313.0,4,1,9.4,4.7,1.17,46.1,5.36,0.069,0.1044,0
NER-SIM-00214,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,426.3,45.37,319.3,-0.0145,0.0241,3.49,890.2,138.7,1,4,176.5,352.2,22.34,84.6,23.08,0.378,0.9137,1
NER-SIM-00215,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,523.5,28.15,210.2,-0.0189,-0.0112,5.99,432.3,115.2,2,3,7.0,7.4,0.57,36.3,0.72,0.054,0.089,0
NER-SIM-00216,Meghalaya,East Khasi Hills,NH-6 Shillong-Tamabil Highway,1241.6,20.32,357.6,0.0679,-0.0367,7.07,4055.1,339.0,1,3,11.2,9.6,1.47,41.5,5.21,0.0,0.0518,0
NER-SIM-00217,Sikkim,Mangan,North Sikkim Highway (Chungthang),1740.8,40.66,94.9,-0.0652,0.0702,2.61,32.0,359.3,4,2,80.8,209.3,13.83,84.9,22.13,1.78,0.7967,1
NER-SIM-00218,Sikkim,Mangan,North Sikkim Highway (Chungthang),1618.5,39.62,322.7,-0.0045,-0.0415,2.0,2053.8,272.3,5,4,1.9,3.4,0.21,46.1,4.78,0.088,0.1169,0
NER-SIM-00219,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,698.7,32.67,152.0,0.0311,-0.036,5.1,259.3,311.6,1,2,11.5,7.2,0.84,51.2,3.63,0.058,0.1678,0
NER-SIM-00220,Mizoram,Champhai,Champhai-Zokhawthar Border Cut,1057.8,30.69,264.5,-0.0934,0.028,6.34,1779.5,739.2,2,1,39.5,97.5,5.65,63.8,1.01,0.001,0.1008,0
NER-SIM-00221,Sikkim,Mangan,North Sikkim Highway (Chungthang),1884.2,41.78,181.4,0.0348,0.0541,4.19,1732.4,0.8,5,4,15.7,13.1,1.58,42.5,0.0,0.0,0.134,0
NER-SIM-00222,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,706.1,21.36,58.7,-0.0201,-0.0197,6.52,2977.7,530.9,1,4,100.6,269.3,20.65,71.0,2.06,0.11,0.4454,0
NER-SIM-00223,Manipur,Noney,Tupul Railway Corridor Section,869.2,36.9,14.6,-0.009,0.084,5.17,1351.5,1091.8,2,3,171.2,336.9,43.04,67.1,5.03,0.033,0.8495,1
NER-SIM-00224,Nagaland,Phek,Phek-Meluri Road Corridor,1792.9,41.81,9.7,0.0499,0.026,7.3,384.2,160.6,3,2,8.3,8.1,0.71,43.4,0.97,0.075,0.1509,0
NER-SIM-00225,Manipur,Noney,Tupul Railway Corridor Section,1214.8,42.51,167.6,-0.1082,-0.0043,5.22,2600.9,375.6,2,2,47.5,56.9,7.37,43.8,2.5,0.099,0.2356,0
NER-SIM-00226,Meghalaya,East Khasi Hills,NH-6 Shillong-Tamabil Highway,1466.2,39.01,196.8,-0.0044,-0.0347,3.93,1172.9,161.3,1,2,8.6,4.5,1.05,28.3,1.93,0.043,0.1002,0
NER-SIM-00227,Mizoram,Aizawl,Aizawl-Lunglei Road Slopes,1459.8,26.36,258.7,0.0516,-0.0093,5.68,1940.0,331.1,2,1,1.1,1.1,0.13,26.3,1.83,0.058,0.0252,0
NER-SIM-00228,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,2110.0,30.73,326.8,0.0083,-0.0823,6.07,854.4,456.3,4,2,65.8,142.9,13.34,68.2,1.47,0.15,0.2931,0
NER-SIM-00229,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,2060.5,68.35,349.5,-0.069,0.0421,2.0,56.8,596.0,4,3,160.7,316.7,31.32,87.3,40.42,0.96,0.9909,1
NER-SIM-00230,Nagaland,Kohima,NH-29 Dimapur-Kohima By-pass,1462.9,35.1,175.8,-0.0045,0.0111,4.57,357.8,58.4,3,2,237.7,409.0,74.63,77.1,15.82,0.068,0.9693,1
NER-SIM-00231,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,904.8,33.59,99.4,0.0169,-0.0221,5.69,1126.1,292.2,1,1,64.3,197.6,14.31,74.2,0.95,0.1,0.2589,0
NER-SIM-00232,Mizoram,Aizawl,Aizawl-Lunglei Road Slopes,1103.0,28.9,344.6,0.0423,0.0369,6.49,926.0,1265.3,1,1,5.3,3.6,0.85,29.1,2.27,0.033,0.0278,0
NER-SIM-00233,Sikkim,Pakyong,NH-10 Sevoke-Gangtok Corridor,730.2,25.49,323.4,-0.0043,-0.0438,6.94,462.4,196.4,3,2,38.2,95.5,9.41,56.8,3.59,0.005,0.1808,0
NER-SIM-00234,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,1045.2,39.36,74.2,0.0021,0.0919,4.42,135.3,165.8,3,2,6.3,11.2,0.84,43.2,1.25,0.011,0.1456,0
NER-SIM-00235,Assam,Karbi Anglong,Diphu-Bokajan Escarpment,208.5,25.19,3.5,-0.0153,0.0837,4.91,119.0,855.5,1,3,8.9,5.0,0.75,33.0,2.92,0.124,0.1162,0
NER-SIM-00236,Manipur,Noney,Tupul Railway Corridor Section,961.6,44.38,344.1,0.023,-0.0508,3.56,277.4,511.9,2,2,70.0,105.5,17.23,64.6,1.41,0.112,0.3555,0
NER-SIM-00237,Arunachal Pradesh,Lower Subansiri,Ziro Foothill Section,1812.8,45.21,165.9,-0.0097,0.0194,3.1,987.6,194.2,3,2,5.1,7.7,0.59,33.6,1.82,0.048,0.119,0
NER-SIM-00238,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,831.0,18.48,360.0,0.0072,-0.0365,6.1,1955.0,145.5,1,3,92.4,168.2,17.71,75.4,6.59,0.109,0.5002,1
NER-SIM-00239,Meghalaya,East Khasi Hills,NH-6 Shillong-Tamabil Highway,1829.8,43.1,196.3,-0.0226,-0.0519,6.27,597.3,1064.0,1,2,192.4,439.8,50.18,73.8,0.16,0.077,0.9149,1
NER-SIM-00240,Arunachal Pradesh,Lower Subansiri,Ziro Foothill Section,1563.1,35.45,39.9,0.0643,-0.0175,5.96,1121.2,665.7,3,3,105.3,226.6,16.87,71.9,3.01,0.027,0.6047,1
NER-SIM-00241,Nagaland,Kohima,NH-29 Dimapur-Kohima By-pass,1284.4,43.88,2.6,0.004,-0.022,5.18,114.0,81.5,3,1,51.7,157.8,11.57,63.2,0.0,0.04,0.4469,0
NER-SIM-00242,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,2001.7,42.63,326.2,0.0545,-0.0081,5.63,151.7,99.1,4,4,0.6,0.3,0.06,35.2,2.86,0.086,0.1146,0
NER-SIM-00243,Sikkim,Mangan,North Sikkim Highway (Chungthang),1804.4,45.47,359.2,-0.0741,-0.0456,8.57,747.8,766.7,4,3,7.2,10.1,0.74,43.1,0.0,0.0,0.1765,0
NER-SIM-00244,Arunachal Pradesh,Lower Subansiri,Ziro Foothill Section,1361.9,28.65,354.8,0.0107,-0.0075,6.53,293.2,91.6,3,3,3.1,4.7,0.35,44.3,4.17,0.08,0.1237,0
NER-SIM-00245,Arunachal Pradesh,Lower Subansiri,Ziro Foothill Section,1003.4,39.63,49.7,-0.0373,0.0587,3.54,2712.1,18.5,3,2,5.6,6.9,0.79,36.8,0.0,0.006,0.1509,0
NER-SIM-00246,Sikkim,Mangan,North Sikkim Highway (Chungthang),1412.4,41.39,329.4,0.0735,-0.0288,3.72,735.0,2.3,4,1,26.5,20.9,2.46,37.8,3.26,0.056,0.2223,0
NER-SIM-00247,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,998.5,33.01,198.4,-0.0315,0.0612,6.31,1777.8,12.9,1,3,86.4,275.2,22.32,82.0,22.03,1.786,0.7972,1
