elevation_m,slope_deg,aspect_deg,profile_curvature,plan_curvature,topographic_wetness_index,dist_to_fault_m,dist_to_drainage_m,rainfall_24h_mm,rainfall_72h_antecedent_mm,rainfall_intensity_mm_h,soil_moisture_pct,pore_water_pressure_kpa,tilt_rate_mm_h,lithology_code,lulc_code,landslide_occurred
2067.3,46.06,257.0,-0.0663,0.0425,4.94,1101.7,289.7,230.1,468.0,41.51,80.3,19.63,0.048,5,1,1
730.4,22.5,172.7,0.0376,0.0849,5.49,1590.0,374.7,55.3,143.2,13.81,78.0,15.71,0.051,1,4,0
674.8,39.67,339.9,0.0149,0.0254,2.69,2568.8,718.4,0.9,0.8,0.08,32.2,1.05,0.048,3,1,0
708.6,32.31,186.9,0.0108,0.0719,4.2,603.6,264.7,76.4,163.2,11.98,79.2,17.32,0.119,1,3,1
2324.4,36.0,191.8,0.0437,0.0521,5.06,2487.1,97.7,18.7,50.7,2.34,47.6,3.14,0.0,5,1,0
778.9,35.89,155.1,0.0277,-0.0243,5.65,295.1,434.5,6.6,6.5,0.78,42.2,1.26,0.0,1,3,0
1412.1,33.69,23.9,-0.0796,-0.0357,6.08,539.3,45.2,53.0,68.0,5.76,46.2,2.14,0.1,4,1,0
1714.6,38.46,116.7,-0.0435,0.0309,6.06,74.4,294.4,69.1,210.7,16.55,82.7,22.91,2.052,2,2,1
964.9,30.75,21.4,0.0486,0.0406,3.61,1699.2,123.3,11.9,17.0,1.37,33.4,2.12,0.145,4,3,0
857.0,21.01,275.3,-0.1149,0.0035,5.23,998.1,143.3,1.6,1.4,0.15,32.0,1.81,0.028,1,4,0
1031.6,35.49,216.2,0.0672,-0.0139,3.34,137.7,239.0,8.0,5.7,0.68,34.5,1.84,0.0,2,2,0
1506.6,23.27,9.6,0.0281,0.0668,5.29,1656.2,752.8,64.2,118.0,9.39,78.5,11.61,0.009,3,3,0
747.0,36.58,126.0,-0.0233,-0.0284,3.83,334.4,376.2,0.7,1.1,0.08,35.4,0.92,0.054,1,1,0
416.7,32.96,344.8,-0.0309,-0.0731,4.06,895.3,43.2,48.3,29.7,3.72,37.7,1.41,0.093,1,1,0
846.1,54.45,169.1,-0.0665,0.0351,4.77,986.3,102.9,195.2,512.1,34.0,87.0,26.1,2.093,3,1,1
1321.8,30.19,73.9,0.0255,-0.0636,6.47,1133.9,534.6,13.8,14.0,1.1,41.6,1.16,0.031,1,3,0
1771.6,29.82,32.0,-0.0227,-0.0502,8.32,1276.3,8.4,4.3,7.6,0.58,30.0,1.74,0.03,3,1,0
2135.6,36.49,221.1,0.0636,-0.0562,5.65,190.1,645.8,198.1,618.2,27.15,84.1,31.73,1.767,5,1,1
469.9,26.64,338.8,0.0223,0.053,6.48,730.3,385.2,262.1,573.9,65.97,73.7,0.7,0.039,1,1,1
1365.3,35.55,70.3,-0.0069,0.0037,6.71,610.2,405.2,155.5,291.6,38.84,80.0,15.17,0.062,5,1,1
1359.7,33.78,246.3,0.0117,0.0824,5.23,783.7,238.0,11.7,12.0,1.16,47.7,1.42,0.051,4,4,0
492.2,36.13,134.9,0.0328,0.0395,5.74,1991.0,45.0,57.9,172.4,15.0,79.3,17.78,0.146,3,4,0
1274.1,36.67,148.8,0.0341,-0.1198,2.37,1806.0,1047.3,266.6,645.5,56.53,81.4,18.91,0.061,1,3,1
547.3,21.0,240.4,-0.008,0.0434,6.95,2920.6,84.7,104.6,231.2,14.87,87.0,37.11,0.0,1,2,1
2338.7,40.45,26.7,0.0408,-0.1116,3.95,2786.3,13.3,11.2,16.5,0.97,44.7,2.1,0.007,5,3,0
1578.3,31.12,13.7,0.0509,0.0,6.59,1438.8,321.2,112.5,293.9,15.64,87.1,28.82,0.041,4,4,1
1807.8,46.87,189.7,-0.0372,-0.0265,5.39,5115.0,220.0,4.8,7.3,0.34,44.6,4.1,0.003,4,2,0
1536.9,17.25,123.2,0.0005,0.0444,6.92,1546.8,473.2,40.4,118.1,6.47,70.5,0.0,0.0,1,2,0
465.9,18.78,305.8,-0.0816,-0.0356,5.54,2335.7,336.3,4.3,5.4,0.3,40.9,3.37,0.017,1,2,0
1114.5,36.76,284.7,0.0142,0.0122,6.08,789.8,4.4,25.2,30.0,1.7,34.9,0.0,0.094,4,1,0
1110.1,43.12,325.7,-0.0452,-0.0024,2.83,1537.2,650.0,5.2,4.5,0.48,39.8,2.95,0.097,2,3,0
659.5,32.53,35.8,-0.0008,-0.0587,5.28,155.2,265.0,20.5,14.2,2.54,39.9,3.55,0.045,1,1,0
773.8,14.08,236.6,0.0039,-0.0259,5.32,292.4,194.0,26.5,24.0,2.27,41.3,3.94,0.014,3,3,0
1198.4,34.39,316.1,-0.1063,-0.0139,5.29,816.3,286.4,0.1,0.1,0.01,32.2,0.41,0.09,4,1,0
882.8,22.36,118.0,0.0046,-0.0535,6.43,254.8,42.6,0.9,1.5,0.1,38.5,3.22,0.089,2,1,0
673.7,53.09,39.1,-0.0348,0.0249,3.72,1179.0,61.4,6.1,9.4,0.44,43.6,3.44,0.086,3,3,0
1618.1,35.08,74.9,-0.0911,0.006,4.25,1873.7,36.0,116.0,328.9,14.99,87.8,28.32,5.271,1,4,1
994.9,26.83,294.5,-0.0082,-0.0293,3.66,834.6,212.5,67.1,157.7,11.85,68.0,1.53,0.075,3,3,0
1413.3,31.69,180.8,-0.0223,-0.0943,3.06,3117.3,45.2,0.5,1.0,0.09,40.6,3.14,0.078,3,4,0
1328.7,30.83,51.4,-0.0885,-0.045,3.28,802.5,300.3,86.2,100.6,6.5,65.0,1.97,0.058,2,1,0
1303.1,48.26,224.2,0.0979,0.1141,3.45,939.8,560.2,146.5,231.1,19.27,82.8,26.91,2.006,2,1,1
990.1,27.2,168.9,0.0477,-0.0109,7.63,353.3,80.5,29.4,24.2,2.48,40.2,2.3,0.115,2,3,0
997.9,37.25,344.2,0.0112,0.0453,6.27,1295.7,376.7,9.8,12.8,0.83,34.6,2.58,0.099,3,3,0
1716.2,28.03,155.0,0.0993,-0.0076,2.71,61.9,167.3,1.4,1.3,0.1,40.5,0.0,0.051,4,1,0
1634.7,30.49,224.0,-0.0088,-0.0054,3.93,558.1,498.3,1.1,0.6,0.1,33.1,3.64,0.097,5,4,0
1303.9,39.49,279.9,-0.0256,0.0149,7.09,331.8,1075.9,95.0,184.0,30.08,86.8,32.55,0.118,2,4,1
1972.3,31.09,197.5,-0.0519,-0.0395,4.9,2006.7,221.2,8.3,10.2,0.62,43.4,2.37,0.002,1,4,0
1069.7,31.01,40.6,-0.0665,0.0443,4.38,2166.7,144.0,43.9,85.6,6.15,60.2,1.0,0.044,2,2,0
758.4,22.75,186.1,-0.0333,0.053,11.02,373.2,752.7,3.8,6.0,0.44,31.1,0.0,0.0,1,1,0
1654.5,34.59,263.9,0.032,0.0064,5.62,115.9,31.4,81.8,128.7,22.38,65.8,1.36,0.031,3,2,1
857.8,50.17,292.1,0.0034,0.0874,4.82,188.9,532.5,19.0,36.9,6.07,44.3,3.53,0.019,3,1,0
1480.3,45.4,152.5,0.1274,0.0076,4.73,2427.5,128.8,3.6,5.1,0.3,34.2,0.0,0.045,2,1,0
797.5,29.58,1.3,-0.0868,-0.0285,8.47,22.7,342.2,109.3,237.7,18.55,76.4,9.33,0.031,1,1,1
1232.1,36.28,256.6,0.0297,0.0448,6.48,287.5,36.5,6.4,6.7,0.6,45.4,3.45,0.053,2,2,0
1795.0,15.87,233.8,0.016,0.0186,4.96,365.4,774.5,16.0,17.3,1.58,37.4,3.78,0.0,2,1,0
1256.8,58.97,0.1,-0.0755,-0.0017,4.47,223.1,171.8,88.1,137.8,15.45,73.7,0.72,0.014,3,3,1
1047.2,33.78,277.4,-0.0191,-0.0595,5.55,1884.0,91.2,1.8,2.0,0.15,39.5,0.96,0.118,4,2,0
950.3,46.19,88.1,-0.0104,0.0131,6.1,2189.8,367.8,18.3,11.8,1.96,39.0,1.44,0.0,3,2,0
1368.1,35.27,320.2,0.0681,-0.0065,2.0,2096.8,136.1,97.7,299.1,25.19,86.0,29.74,1.359,3,1,1
911.6,34.41,341.2,0.0301,0.0322,4.6,593.1,342.8,61.8,127.5,11.8,76.9,9.54,0.078,3,1,0
1888.4,49.15,250.4,-0.0577,-0.0482,2.44,1280.0,73.5,267.0,605.8,51.66,75.1,8.95,0.006,5,2,1
1072.4,22.04,90.2,0.0012,0.0054,5.31,1028.8,575.4,1.2,1.0,0.17,27.1,0.85,0.137,2,1,0
732.2,24.48,207.9,0.0593,0.0366,7.63,454.6,69.1,171.9,283.1,27.93,89.0,32.19,0.11,4,4,1
1687.0,33.47,187.8,-0.0275,-0.0611,4.29,530.5,565.0,20.4,15.2,2.3,32.1,3.38,0.074,3,1,0
1563.8,27.15,344.0,0.0341,0.0404,7.01,1103.3,286.6,41.8,56.2,6.54,46.2,0.0,0.007,3,1,0
1743.4,41.28,104.8,-0.031,-0.0313,3.01,84.4,770.0,27.7,45.8,2.0,44.8,0.64,0.045,3,1,0
1987.4,38.96,108.8,0.0229,0.0335,4.06,637.4,324.2,7.0,9.1,0.84,45.9,0.66,0.044,2,3,0
648.5,33.49,245.3,0.0259,0.0448,3.24,1853.5,810.6,15.6,25.8,2.52,41.5,2.62,0.05,1,1,0
1142.8,30.46,145.7,-0.0185,0.0001,7.18,1231.5,475.5,41.7,54.0,3.02,46.1,0.0,0.046,1,4,0
896.4,39.15,98.6,-0.0077,-0.0392,5.43,119.6,268.5,17.6,24.0,1.87,39.7,4.18,0.054,4,2,0
1549.8,38.73,13.7,-0.0242,0.0123,8.41,1024.4,156.6,9.5,13.7,0.69,39.6,0.0,0.058,1,1,0
1515.8,35.32,60.1,-0.0521,-0.0238,4.81,1395.7,180.9,109.0,260.8,36.07,75.9,9.52,0.051,3,1,1
1179.2,37.27,336.6,-0.0857,-0.0172,6.1,864.7,198.9,24.1,31.7,1.64,43.8,2.06,0.054,2,3,0
1663.0,33.62,232.5,-0.0625,-0.0452,6.9,264.1,138.8,244.2,606.9,44.41,74.5,2.57,0.049,2,2,1
1467.3,39.46,207.0,-0.0492,0.0466,6.19,151.0,1197.9,12.6,21.7,1.67,40.8,3.2,0.0,3,2,0
2019.4,28.27,75.9,-0.0642,-0.0239,7.29,1318.6,121.4,88.6,267.6,14.79,80.6,15.82,0.132,2,3,1
1039.9,33.7,291.9,-0.0628,0.0322,4.2,74.3,376.6,103.9,310.4,13.46,82.7,28.08,2.05,3,1,1
943.6,34.07,243.5,-0.0097,-0.0965,6.49,369.0,209.2,1.4,1.3,0.1,36.8,2.19,0.041,3,1,0
1014.0,42.81,321.2,-0.1081,0.064,6.27,66.0,106.0,116.4,239.4,15.14,82.6,19.94,0.926,4,1,1
1943.5,38.33,230.6,-0.0193,0.0792,8.39,28.3,226.7,35.9,95.2,5.49,55.4,0.68,0.034,4,2,0
1027.0,26.24,1.4,-0.0159,-0.0586,5.35,905.1,70.1,8.7,10.0,0.6,34.3,0.62,0.05,4,2,0
1818.1,37.07,266.0,-0.0966,0.0127,6.08,649.0,1065.8,10.8,7.9,0.75,40.3,2.58,0.066,3,1,0
586.1,39.98,119.6,0.0664,-0.0172,6.82,1787.2,96.5,1.0,1.7,0.08,34.4,0.0,0.052,2,2,0
652.9,35.03,358.1,0.0655,0.0021,6.13,345.1,225.4,102.9,257.8,25.44,83.7,24.88,0.461,3,3,1
1051.7,46.74,296.4,-0.0113,0.0379,4.97,296.4,279.4,29.6,45.1,2.63,43.4,2.59,0.067,3,2,0
1367.2,19.3,36.8,-0.0242,0.0747,4.09,2869.9,343.5,55.0,124.3,16.36,66.9,3.03,0.047,1,1,0
378.2,48.41,119.9,0.06,0.0164,3.2,1798.0,448.0,159.8,375.4,25.46,75.0,1.75,0.07,1,2,1
2547.7,24.99,26.5,0.008,0.0522,5.16,2427.7,74.1,13.3,14.1,1.29,36.6,4.03,0.071,4,3,0
216.6,53.12,16.9,-0.0123,0.082,3.54,3459.8,379.3,2.1,2.1,0.18,24.5,2.69,0.056,2,3,0
445.7,8.22,247.8,0.0729,-0.0947,6.88,2442.2,129.6,3.9,5.7,0.55,42.8,2.01,0.032,1,3,0
1330.4,37.21,45.7,-0.0435,-0.0069,7.17,452.0,133.0,257.8,794.1,46.77,86.0,27.94,1.154,2,2,1
1468.7,11.63,14.1,0.0034,0.1251,7.08,17.7,26.9,5.5,7.7,0.52,33.6,3.51,0.103,4,3,0
1553.5,16.71,121.3,0.0185,0.042,5.65,541.9,39.5,3.4,4.0,0.3,31.2,0.28,0.006,1,1,0
1829.8,43.1,196.3,-0.0226,-0.0519,6.27,597.3,1064.0,192.4,439.8,50.18,73.8,0.16,0.077,1,2,1
919.8,32.51,304.9,-0.0498,0.0442,5.55,157.2,140.9,18.4,12.4,1.54,40.3,1.49,0.0,4,4,0
1100.9,24.27,12.3,-0.0471,0.0573,2.0,4531.9,62.6,25.8,19.8,2.29,47.7,2.22,0.03,1,3,0
961.6,44.38,344.1,0.023,-0.0508,3.56,277.4,511.9,70.0,105.5,17.23,64.6,1.41,0.112,2,2,0
1696.3,51.93,260.8,-0.0755,0.0606,2.88,290.6,944.5,7.8,11.9,1.29,35.3,4.19,0.039,3,2,0
2275.8,40.2,141.5,0.0701,0.0393,2.84,1430.9,173.4,18.4,13.0,2.59,33.3,1.03,0.022,5,2,0
1939.1,47.53,146.5,-0.0221,0.0185,5.47,662.5,338.3,9.5,10.6,1.25,48.7,3.14,0.097,5,1,0
1882.8,36.28,282.1,-0.0287,-0.0211,6.92,204.9,125.5,2.3,1.2,0.26,35.4,4.04,0.0,4,1,0
1784.6,42.46,288.7,0.0411,0.0997,3.66,392.1,357.3,16.7,26.5,2.23,37.3,1.28,0.133,3,3,0
2231.6,41.21,261.5,-0.013,0.0987,3.51,916.3,1124.5,10.1,17.3,0.87,43.7,3.35,0.039,4,1,0
900.5,46.99,35.7,0.0386,0.0612,2.97,2070.5,166.3,6.5,5.8,0.47,40.6,1.39,0.0,1,1,0
423.5,37.4,157.1,0.0153,0.0269,7.12,595.8,425.3,236.1,377.6,32.1,79.0,13.89,0.0,1,2,1
1166.1,41.05,89.2,-0.0211,0.0596,4.94,1300.3,71.5,61.1,94.7,12.77,51.6,3.09,0.074,1,1,0
1882.2,36.16,345.8,-0.008,-0.0011,4.69,2574.2,291.5,19.2,12.3,2.78,45.3,2.13,0.054,2,3,0
2144.8,46.34,95.6,0.0359,-0.0799,6.7,766.3,54.9,80.2,209.9,11.15,88.4,30.36,0.352,4,1,1
1322.0,33.32,267.3,0.0339,0.0428,5.87,672.1,270.3,85.2,193.0,18.97,78.8,15.66,0.079,4,1,0
649.1,27.94,159.9,-0.0274,0.0259,7.97,411.9,139.8,40.3,65.2,3.08,61.8,1.18,0.0,1,1,0
1132.9,44.36,352.3,0.0637,0.0802,4.84,1007.7,212.2,196.8,296.6,39.08,78.4,14.19,0.088,1,3,1
50.0,38.07,32.4,0.0098,-0.0117,5.2,5.8,532.0,164.6,258.2,37.84,90.2,35.05,7.938,1,1,1
1873.1,31.67,53.9,0.0041,-0.1049,6.86,1538.4,657.1,43.2,85.1,5.58,49.9,1.81,0.056,3,3,0
1233.0,41.17,341.2,0.0109,-0.0374,5.31,350.2,502.3,2.5,3.2,0.19,44.5,1.13,0.069,3,3,0
1035.5,39.21,66.5,0.078,0.0203,7.17,933.7,591.0,44.9,70.0,8.56,45.4,1.47,0.08,3,1,0
1397.2,29.29,133.5,-0.0776,-0.0325,6.49,612.1,135.6,4.5,6.9,0.39,41.3,3.0,0.127,2,1,0
2300.8,41.6,42.7,0.0002,0.0946,7.01,3094.3,241.5,221.1,401.2,63.66,74.1,2.08,0.069,4,1,1
1229.4,23.71,39.0,0.0486,0.0,4.13,122.7,5.0,63.9,165.6,20.12,73.2,4.67,0.0,2,2,1
852.7,32.14,189.0,0.0349,-0.027,7.36,836.5,431.0,197.3,367.4,34.67,80.8,18.53,0.101,3,2,1
1028.5,34.44,21.0,-0.0844,-0.0314,5.45,375.3,2025.8,95.6,244.2,18.99,86.8,30.62,5.777,1,2,1
986.1,33.78,350.7,0.0838,-0.0497,7.41,56.1,838.0,1.4,1.5,0.12,47.3,1.09,0.068,2,1,0
238.2,17.31,265.9,0.0508,0.0902,9.41,347.2,619.9,118.9,210.5,34.05,73.2,2.67,0.063,1,1,0
1331.6,41.05,150.1,0.0513,-0.013,5.34,233.5,248.2,6.5,7.6,0.57,36.1,2.88,0.005,1,3,0
950.5,33.04,108.0,0.0554,-0.0202,5.86,1785.4,592.6,10.4,9.1,0.72,33.9,2.39,0.096,1,1,0
2336.2,42.89,36.9,-0.0232,-0.0003,6.59,38.5,99.3,1.8,1.1,0.16,28.4,3.36,0.11,5,1,0
1436.4,30.64,75.5,-0.0731,0.083,6.03,4645.6,297.5,34.8,45.2,4.39,38.7,2.4,0.0,2,1,0
1239.5,24.7,72.9,0.0255,-0.0461,5.19,883.3,375.2,55.8,145.5,12.03,70.4,0.0,0.055,1,1,0
1255.2,46.98,149.7,-0.0021,0.0679,2.95,446.0,974.6,8.2,14.8,0.66,40.7,1.15,0.061,1,2,0
1008.3,49.34,37.5,0.0227,-0.0103,4.75,1372.2,486.4,12.3,14.5,1.15,32.6,0.0,0.056,2,4,0
1407.7,30.5,129.0,-0.0508,-0.046,4.89,1074.4,218.5,24.6,59.6,3.11,60.5,0.72,0.045,2,4,0
907.5,19.5,221.1,-0.0879,0.0388,8.9,393.9,10.2,4.1,2.8,0.29,24.2,0.67,0.057,1,2,0
1415.3,21.86,80.9,-0.0366,0.0317,5.27,723.4,165.5,63.3,135.7,11.36,63.4,3.06,0.039,2,2,0
1449.0,31.68,20.7,0.0456,-0.0544,6.46,792.2,324.6,117.2,193.4,17.82,84.3,24.9,0.106,2,1,1
1389.6,41.13,130.1,-0.0825,-0.0463,3.7,547.8,1048.4,3.2,4.0,0.24,38.9,3.86,0.048,2,4,0
1044.5,27.43,117.3,0.0166,-0.0567,7.46,451.6,109.8,5.9,8.1,0.44,31.8,1.14,0.093,1,1,0
1436.3,28.18,271.8,0.0733,0.0181,9.69,978.0,187.4,37.2,66.6,3.05,54.5,3.92,0.112,1,2,0
1012.2,33.26,72.0,0.0294,0.0184,4.05,735.1,188.8,10.0,9.4,0.68,36.1,5.96,0.103,1,2,0
468.9,30.27,218.9,0.0236,-0.016,2.95,1009.0,1052.2,47.2,70.6,4.22,45.2,2.86,0.059,1,1,0
766.8,26.06,89.9,-0.0124,-0.0208,5.74,1170.7,311.2,3.1,2.5,0.34,41.8,1.83,0.108,2,3,0
719.9,33.46,196.6,0.0299,-0.0338,5.26,288.2,586.1,40.9,49.3,4.45,49.5,0.83,0.0,1,1,0
1360.3,48.12,51.7,0.0042,-0.0298,4.89,512.1,78.0,242.4,612.3,39.98,74.5,2.79,0.071,1,2,1
1362.2,36.62,26.5,0.0585,0.037,4.31,610.0,80.9,63.4,123.3,14.46,66.0,2.6,0.06,1,2,0
365.3,17.27,136.0,-0.0018,0.0451,8.52,32.2,237.2,0.2,0.3,0.01,28.1,2.09,0.038,1,4,0
1645.2,28.9,57.2,0.016,-0.053,5.49,867.2,85.0,75.4,157.3,17.93,86.0,30.92,0.107,1,1,1
1107.1,28.03,64.4,0.0201,-0.0078,3.68,1067.8,95.2,39.3,26.2,3.48,43.8,2.03,0.051,2,1,0
533.3,23.9,149.8,-0.0481,-0.0774,4.72,1465.6,101.4,0.7,0.9,0.06,39.4,1.32,0.084,2,1,0
664.4,28.08,318.9,-0.0347,0.004,6.53,258.8,3.9,21.8,21.1,2.57,40.5,1.33,0.0,1,3,0
461.5,26.96,173.4,-0.0618,0.0342,5.7,1304.7,248.0,115.9,226.8,19.83,71.4,0.42,0.103,1,4,0
1101.6,10.9,187.4,0.0368,-0.0032,9.01,335.0,86.4,3.9,3.7,0.61,40.2,0.75,0.015,3,4,0
1147.0,25.23,197.0,0.0021,0.0708,3.86,2430.7,306.7,17.1,22.9,1.62,35.7,2.65,0.037,2,3,0
715.6,24.59,338.3,-0.0246,-0.0275,6.65,756.5,260.2,160.1,422.0,20.75,77.8,13.48,0.075,1,4,1
1641.6,34.52,86.5,0.026,-0.0707,6.18,1627.5,72.8,9.3,6.6,0.85,39.5,0.0,0.131,1,2,0
1628.4,19.34,240.0,-0.0223,0.0273,9.78,2717.1,1203.8,102.0,171.4,16.15,70.3,2.56,0.054,3,2,0
1164.0,36.37,328.1,-0.0129,-0.0705,4.52,3119.1,261.8,76.5,179.8,11.49,84.9,27.76,0.639,3,1,1
1667.5,44.21,305.3,-0.0209,-0.0445,6.41,712.2,1451.5,29.4,73.5,4.73,52.3,1.06,0.05,1,2,0
1583.9,40.64,249.3,0.0099,-0.0053,2.0,768.9,264.4,0.7,1.3,0.07,31.7,2.68,0.058,1,3,0
1203.4,37.12,93.3,0.0255,-0.0264,5.39,1887.6,72.7,4.1,3.4,0.32,40.2,0.15,0.0,2,2,0
591.1,46.61,161.3,-0.0401,-0.0565,5.19,2167.1,97.5,83.3,174.5,16.49,73.3,1.03,0.097,2,3,0
1920.5,49.08,180.6,0.0189,-0.0562,3.86,1238.5,319.3,6.3,4.7,0.87,30.8,1.81,0.081,5,4,0
645.2,30.57,91.3,-0.021,0.0977,5.25,777.3,54.0,3.9,3.9,0.26,30.4,2.31,0.003,1,4,0
1348.1,24.16,349.7,-0.017,0.0054,4.15,225.0,469.3,0.7,0.7,0.07,32.9,3.66,0.037,2,2,0
763.5,27.65,330.2,0.0764,0.0662,3.45,81.3,601.5,30.5,40.9,4.12,46.3,0.18,0.0,3,3,0
2239.7,52.01,0.1,-0.017,0.0391,2.88,206.5,203.0,1.2,1.3,0.15,46.7,6.11,0.071,5,4,0
1262.3,30.48,61.2,0.0006,-0.01,5.45,2285.5,307.8,23.5,37.8,3.03,49.6,0.47,0.0,1,3,0
947.8,33.95,251.6,-0.0447,0.0776,7.23,383.2,265.1,18.0,32.0,2.53,31.4,0.71,0.019,3,2,0
775.7,37.67,195.2,-0.0204,0.0275,2.86,25.5,83.3,27.4,33.1,4.54,45.3,1.3,0.03,2,1,0
1129.7,39.1,145.0,0.024,-0.0705,6.06,263.1,387.0,5.7,5.9,0.5,36.9,1.15,0.125,3,2,0
1405.0,54.8,255.0,0.0632,0.0854,6.36,645.6,127.8,84.8,192.7,18.01,85.1,31.01,4.249,3,2,1
1020.6,23.12,101.7,-0.0469,-0.0423,6.14,560.5,243.2,194.4,313.2,42.25,83.0,22.25,0.035,3,2,1
1550.5,41.77,296.7,-0.0583,-0.0439,4.96,1078.8,378.3,130.9,278.5,19.76,79.1,15.66,0.026,1,2,1
1270.2,42.48,305.2,0.0118,0.009,6.09,1820.0,263.1,356.0,886.4,80.0,81.8,22.2,0.011,1,1,1
969.2,37.86,233.6,0.0235,0.0334,4.75,51.1,50.6,121.8,313.2,15.87,85.6,28.36,2.935,2,1,1
218.6,39.95,260.5,0.0887,-0.0475,3.31,52.9,991.1,13.0,22.4,1.85,41.3,0.0,0.06,3,1,0
1183.9,52.44,250.0,-0.0484,0.1018,3.16,1055.6,225.8,5.1,8.7,0.37,36.4,3.6,0.062,1,4,0
1439.3,35.21,54.3,0.0479,-0.0713,4.42,539.5,61.5,62.9,137.2,15.8,72.5,1.51,0.085,1,3,0
1697.4,40.17,182.5,0.0136,0.1069,8.13,1356.2,142.0,11.2,15.6,0.91,33.4,1.64,0.05,3,2,0
529.1,29.09,198.5,-0.0226,0.0804,5.42,2133.3,680.7,6.6,6.0,0.57,42.1,0.0,0.043,1,1,0
1366.4,48.2,356.9,0.0559,-0.1127,3.93,1573.4,457.2,124.1,325.2,16.18,74.8,0.82,0.082,4,4,1
1531.7,38.54,355.7,-0.0681,0.0987,3.35,21.6,241.9,9.7,16.7,0.66,40.8,0.18,0.067,3,1,0
1192.1,48.15,72.7,0.0484,-0.0255,3.47,1205.8,431.3,145.5,368.9,29.57,73.7,1.67,0.0,2,1,1
951.5,29.62,200.6,-0.0025,0.0401,6.97,319.1,560.4,0.7,0.4,0.05,37.7,0.89,0.022,3,3,0
2105.6,24.36,129.6,-0.0102,-0.0259,8.05,597.3,471.8,15.2,23.3,1.78,42.1,2.0,0.03,4,2,0
979.0,24.3,3.8,-0.0315,0.024,5.28,1605.1,378.6,6.6,8.5,0.57,38.8,1.57,0.025,3,1,0
1112.6,47.13,143.8,0.0238,0.0056,6.86,830.2,523.8,93.2,285.3,12.81,79.6,20.22,0.111,4,2,1
2403.2,44.11,305.1,0.0042,0.0478,7.55,5389.5,438.5,14.0,23.1,1.09,41.9,1.65,0.065,4,4,0
1299.5,37.27,207.7,-0.102,-0.0767,6.43,2104.9,1105.9,13.3,22.1,1.66,47.9,0.0,0.056,5,1,0
248.9,26.35,347.8,0.0192,-0.0501,5.77,1395.7,497.6,66.0,174.7,12.74,87.7,31.08,0.062,1,4,0
2062.3,54.88,36.9,0.0286,0.0083,3.52,259.7,220.8,125.0,387.1,21.41,68.7,2.42,0.058,4,1,1
517.6,31.36,39.3,-0.0063,0.0007,4.09,1926.7,74.3,6.2,10.7,0.97,33.6,3.01,0.028,1,4,0
1725.3,47.45,220.3,-0.0455,-0.0058,7.15,719.9,76.8,6.6,6.3,0.65,44.9,2.84,0.079,5,2,0
1606.4,35.69,145.1,0.05,0.069,6.98,154.4,176.4,78.5,234.9,10.2,79.3,18.83,0.033,3,2,1
1797.3,46.82,233.1,-0.0929,0.0296,4.55,493.6,1163.9,119.6,212.5,32.84,69.4,0.97,0.054,3,1,0
782.8,38.1,268.2,0.0002,-0.0311,2.42,173.4,196.1,11.3,16.5,0.85,45.8,0.74,0.047,1,1,0
1034.5,33.27,55.4,-0.0321,-0.088,4.43,473.2,214.4,58.0,101.1,9.29,61.5,1.79,0.045,2,2,0
1241.2,34.67,173.9,-0.0073,-0.0395,5.39,2756.0,1537.2,47.3,149.3,7.19,72.0,0.0,0.057,1,2,0
871.7,32.36,298.3,0.05,-0.0245,7.21,687.0,343.3,14.2,16.0,1.68,45.6,1.36,0.077,1,2,0
1432.8,25.95,115.0,0.0072,-0.0289,5.56,582.4,903.9,48.5,118.6,7.94,56.2,0.89,0.014,3,3,0
1484.7,19.3,129.5,0.1151,0.0353,8.49,2758.8,182.4,12.3,10.1,2.01,21.9,2.62,0.072,2,4,0
746.4,40.15,11.5,-0.0316,-0.0827,6.1,1813.8,811.4,36.2,106.2,7.38,60.9,0.0,0.063,1,2,0
389.1,25.11,108.1,-0.0832,0.0026,4.35,349.5,153.4,81.3,215.6,10.59,78.8,11.93,0.04,1,3,1
2060.5,68.35,349.5,-0.069,0.0421,2.0,56.8,596.0,160.7,316.7,31.32,87.3,40.42,0.96,4,3,1
463.2,30.29,122.9,0.0044,-0.0167,7.49,1691.9,372.8,162.5,441.0,21.73,85.6,33.29,0.0,2,1,1
1300.5,31.69,61.9,0.0681,0.0283,5.24,145.2,298.0,140.1,329.0,28.09,75.8,8.87,0.084,2,1,1
534.7,36.39,354.1,-0.0214,-0.0922,3.54,643.9,353.8,89.4,178.3,15.91,72.4,4.69,0.096,1,2,0
652.8,26.67,129.7,0.0138,0.0465,8.07,621.2,118.6,20.3,27.7,3.23,39.5,1.1,0.018,1,1,0
1274.9,11.64,78.4,0.0061,0.0058,8.6,1243.1,105.4,31.2,29.5,4.43,30.0,3.05,0.029,3,3,0
1428.0,32.53,334.2,-0.0536,-0.0677,4.75,2753.1,1858.8,65.9,122.2,17.4,64.2,0.0,0.064,3,4,0
864.3,38.75,247.5,0.0603,0.0088,6.08,1412.6,142.4,106.0,292.3,14.05,84.7,26.86,0.079,2,2,1
1897.8,37.26,307.0,0.1411,-0.0496,6.34,109.5,86.4,3.5,4.5,0.24,39.2,2.86,0.124,3,2,0
